text_input,output
"For a 3,440-MW Boiling Water Reactor (BWR), how does the calculated thyroid dose at the Exclusion Area Boundary (EZB) from a Rod Drop accident compare to the calculated thyroid dose at the EZB from a Steam Pipe Break accident?
A: The Rod Drop thyroid dose is significantly higher than the Steam Pipe Break thyroid dose.
B: The Rod Drop thyroid dose is significantly lower than the Steam Pipe Break thyroid dose.
C: The thyroid doses for both accidents are approximately equal at the EZB.
D: The Steam Pipe Break results in a whole-body dose, not a thyroid dose.",B
"The electromagnetic separation method for isotopes, based on the principle of a mass spectrometer, separates isotopes by exploiting the difference in their behavior when exposed to:
A: Porous barriers, allowing differential diffusion rates
B: High-speed rotation, causing differential centripetal forces
C: Magnetic fields, causing different radii of curvature for ions
D: Supersonic flow through a curved nozzle, causing differential centrifugal pressure gradients",C
"In the group-diffusion method, the neutron flux for a specific energy group, denoted as \phi_g, is defined as:
A: The total number of neutrons in that energy group.
B: The average energy of neutrons within the group's energy range.
C: The integral of the energy-dependent neutron flux \phi(E) over the energy range corresponding to group g.
D: The average scattering cross-section for neutrons in group g.",C
"For an infinite medium containing a point source emitting S neutrons/sec at the origin, the neutron flux at a distance r is given by φ(r) = (S/(4πDr))e^(-r/L). Based on this flux solution and Fick's Law (J = -D∇φ), what is the limiting value of r² times the magnitude of the neutron current density, |J|, as the distance r approaches zero?
A: S/(4πD)
B: S/(4π)
C: S
D: 0",B
"The source density of capture gamma rays in energy group 'n' at position 'r' due to capture in nucleus 'm' is proportional to which combination of factors at position 'r'?
A: The number of fissions per unit volume and the removal cross-section for nucleus 'm'.
B: The thermal neutron flux, the macroscopic thermal capture cross-section for nucleus 'm', and the number of photons in group 'n' emitted per capture in nucleus 'm'.
C: The intermediate neutron flux in a higher energy group and the inelastic scattering cross-section for nucleus 'm'.
D: The square of the distance from the core and the total macroscopic cross-section for nucleus 'm'.",B
"When applying boundary conditions at an interface between two different diffusing media, which two quantities must be continuous across the boundary?
A: Neutron density and the diffusion coefficient.
B: Neutron flux and the diffusion coefficient.
C: Neutron density and the neutron current density vector.
D: Neutron flux and the component of the neutron current density vector normal to the surface.",D
"Regarding genetic effects of radiation exposure in humans, what is the current status of demonstration?
A: They have been clearly demonstrated.
B: They have been demonstrated only at very high doses.
C: They have not been demonstrated.
D: They are only observable in subsequent generations.",C
"An alpha particle consists of which combination of nucleons?
A: One proton and one neutron
B: Two protons and two neutrons
C: One proton and two neutrons
D: Two protons and one neutron",B
"Which entity within the Nuclear Regulatory Commission (NRC) is responsible for conducting public hearings and making initial decisions regarding the granting, suspending, or revoking of NRC licenses?
A: Office of Nuclear Reactor Regulation (NRR)
B: Advisory Committee on Reactor Safeguards (ACRS)
C: Atomic Safety and Licensing Boards (ASLB)
D: Office of Inspection and Enforcement (IE)",C
"A Uranium-235 fueled thermal reactor is critical. If the reactivity is suddenly increased by 0.5 dollars, what is the approximate stable reactor period? Assume a prompt neutron lifetime of 10⁻⁴ seconds and use the provided typical period curve for a 235U-fueled reactor.
A: 0.1 seconds
B: 57 seconds
C: Approximately 15 seconds
D: Approximately 100 seconds",C
"Acute whole-body radiation doses in the range of approximately 1,000 to 5,000 rems typically result in the Gastrointestinal Syndrome. The primary mechanism leading to death in this syndrome is:
A: Rapid accumulation of fluid in the brain.
B: Failure of the intestinal wall due to depletion of stem cells.
C: Severe blood changes leading to hemorrhage and infection.
D: Immediate cardiac arrest.",B
"In a Pressurized Water Reactor (PWR), Zircaloy fuel tubes are often pressurized internally with helium. What issue is this primarily intended to mitigate?
A: Improving neutron thermalization within the fuel rod.
B: Preventing the buildup of fission product gases.
C: Reducing thermal stress on the cladding during power changes.
D: Counteracting the external pressure from the coolant to prevent cladding collapse due to fuel densification.",D
"A fast breeder reactor has an initial fissile inventory of 800 kg. Fissile material is consumed at a rate of 1.5 kg per day, and the breeding gain is 0.25. Assuming continuous operation and ignoring out-of-reactor time, what is the approximate linear doubling time for this reactor?
A: 4.1 years
B: 5.8 years
C: 7.5 years
D: 9.3 years",B
"A significant structural difference between the RBMK reactor and typical Western-designed BWRs is related to the primary containment boundary. How does the RBMK design differ in this regard?
A: RBMK uses a large pressure vessel, while Western BWRs use channelized pressure tubes.
B: RBMK uses channelized pressure tubes and lacks a large pressure vessel, while Western BWRs use a pressure vessel.
C: RBMK uses a concrete containment building, while Western BWRs use a steel containment sphere.
D: RBMK uses a pool-type reactor, while Western BWRs use a loop-type reactor.",B
"In a Maxwellian energy distribution describing the energies of particles in a gas, what is the most probable energy?
A: kT
B: 3/2 kT
C: 1/2 kT
D: 2 kT",C
"For a typical Uranium-235 fueled thermal reactor operating at equilibrium with a very high thermal neutron flux (significantly greater than the characteristic flux φ_x), approximately what is the maximum percentage of negative reactivity introduced by Xenon-135 poisoning? Assume prompt neutron reproduction factor ν ≈ 2.42 and that resonance escape probability and thermal utilization factor product (pε) is approximately 1.
A: -0.4%
B: -1.5%
C: -2.7%
D: -5.0%",C
"In the context of atmospheric dispersion of effluents, which temperature profile is considered most unstable and favorable for rapid vertical mixing and dispersion?
A: Isothermal
B: Inversion
C: Superadiabatic
D: Adiabatic",C
"Boiling Water Reactors (BWRs) typically locate control rods at the bottom of the core rather than the top. This placement is primarily advantageous because:
A: It allows for easier maintenance access to the control rod drives
B: The lower portion of the core has a higher neutron flux
C: The presence of steam voids in the upper core region reduces the effectiveness of control rods placed there
D: Bottom entry rods are less susceptible to seismic events",C
"During a small break Loss of Coolant Accident (LOCA) in a typical BWR, where is the initial source of water for the high-pressure, turbine-driven pump system?
A: The suppression pool
B: The condensate water storage tank
C: The reactor pressure vessel
D: The emergency service water system",B
"A significant factor contributing to the increase in nuclear power plant construction costs during the late 1970s and early 1980s was the requirement for:
A: Development of new, complex reactor designs
B: Extensive backfit modifications following the Three Mile Island accident
C: Increased labor costs due to unionization
D: Higher prices for enriched uranium fuel",B
"In neutron diffusion theory, the quantity L², known as the diffusion area, is defined in terms of the diffusion coefficient (D) and the macroscopic absorption cross-section (Σa). What is the correct definition of L²?
A: L² = D * Σa
B: L² = Σa / D
C: L² = D / Σa
D: L² = 1 / (D * Σa)",C
"A Boiling Water Reactor operates at a pressure of 6.895 MPa and produces 2.93 x 10^6 kg of steam per hour. If the enthalpy of the steam is 2773.2 kJ/kg and the enthalpy of the feedwater is 807.8 kJ/kg, what is the thermal power output of the reactor in MW?
A: 807.8 MW
B: 1599 MW
C: 2773.2 MW
D: 5758 MW",B
